7,0,11,210,210,40,134,24576,0,0,0,0,0,0,1
7,0,11,210,210,40,134,24576,0,0,0,0,0,0,1
7,0,11,210,210,40,134,24576,0,0,0,0,0,0,1
7,0,11,210,210,40,134,24576,0,0,0,0,0,0,1
7,0,11,210,210,40,134,24576,0,0,0,0,0,0,1
7,0,11,210,210,40,134,24576,0,0,0,0,0,0,1
7,0,11,210,210,40,134,24576,0,0,0,0,0,0,1
7,0,11,210,210,40,134,24576,0,0,0,0,0,0,1
7,0,11,210,210,40,134,24576,0,0,0,0,0,0,1
7,0,11,210,210,40,134,24576,0,0,0,0,0,0,1
7,0,11,210,210,40,134,24576,0,0,0,0,0,0,1
7,0,11,210,210,40,134,24576,0,0,0,0,0,0,1
7,0,11,210,210,40,134,24576,0,0,0,0,0,0,1
7,0,11,210,210,40,134,24576,0,0,0,0,2,0,1
7,0,11,210,210,40,134,24576,0,4000000,0,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
7,0,11,210,210,40,134,24576,0,4000000,1,0,17,0,1
