7,0,10,217,217,38,143,24576,0,0,0,1,6,0,1
7,0,10,217,217,38,143,24576,0,0,0,1,6,0,1
7,0,10,217,217,38,143,24576,0,0,0,1,6,0,1
7,0,10,217,217,38,143,24576,0,0,0,1,6,0,1
7,0,10,217,217,38,143,24576,0,0,0,1,6,0,1
7,0,10,217,217,38,143,24576,0,0,0,1,6,0,1
7,0,10,217,217,38,143,24576,0,0,0,1,6,0,1
7,0,10,217,217,38,143,24576,0,0,0,1,6,0,1
7,0,10,217,217,38,143,24576,0,0,0,1,7,0,1
7,0,10,217,217,38,143,24576,0,0,0,1,7,0,1
7,0,10,217,217,38,143,24576,0,0,0,1,7,0,1
7,0,10,217,217,38,143,24576,0,0,0,1,7,0,1
7,0,10,217,217,38,143,24576,0,0,0,1,7,0,1
1,0,0,0,1,0,0,12288,0,0,0,1,7,0,1
1,0,0,0,1,0,0,12288,0,0,0,1,7,0,1
1,0,0,0,1,0,0,12288,0,0,0,1,7,0,1
1,0,0,0,1,0,0,12288,0,0,0,1,7,0,1
1,0,0,0,1,0,0,12288,0,0,0,1,7,0,1
1,0,0,0,1,0,0,12288,0,0,0,1,7,0,1
1,0,0,0,1,0,0,12288,0,0,0,1,7,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
7,0,0,0,217,38,143,24576,0,4000000,1,0,58,0,1
