33,0,148,2852,5384,54,721,77824,0,0,1,1,148,0,1
33,0,148,2852,5384,54,721,77824,0,0,1,1,148,0,1
33,0,148,2852,5384,54,721,77824,0,0,6,3,149,0,1
33,0,148,2852,5384,54,721,77824,0,0,7,3,156,0,1
33,0,148,2852,5384,54,721,77824,0,0,9,3,158,0,1
33,0,148,2852,5384,54,721,77824,0,0,10,3,159,0,1
33,0,148,2852,5384,54,721,77824,0,0,11,3,160,0,1
33,0,148,2852,5384,54,721,77824,0,0,13,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,14,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,15,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,15,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,15,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,16,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,16,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,16,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,16,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,17,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,17,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,17,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,17,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,18,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,18,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,18,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,18,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,19,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,19,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,19,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,19,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,20,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,20,3,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,21,43,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,23,43,162,0,1
33,0,148,2852,5384,54,721,77824,0,0,24,43,162,0,1
